URL,Status Code
https://www.c-span.org/video/?c4641709%2Fryan-defunding-pp,301
https://www.c-span.org/series/?reelAmerica,200
https://www.c-span.org/classroom/document/?7700,200
https://www.c-span.org/blog/?4141%2Fprime-time-schedule-presidents-day-week-february-1923-2018,301
https://www.c-span.org/classroom/onthisday/,200
https://www.c-span.org/video/?c4662412%2Fsean-spicer-kansas-medicaid,301
https://www.c-span.org/series/?oralHistories,200
https://www.c-span.org/classroom/document/?7636,200
https://www.c-span.org/video/?439275-8%2Fyouth-involvement-19thcentury-politics,301
https://www.c-span.org/video/?c4675215%2Frisch-burns,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=50,200
https://www.c-span.org/video/?434005-1%2Fharriet-tubman-underground-railroad-visitor-center,301
https://www.c-span.org/video/?c4670969%2Fmr-trey-gowdy-brennan-unmasking,301
https://www.c-span.org/classroom/document/?7515,200
https://www.c-span.org/video/?432591-2%2Fpresidential-vehicles,301
https://www.c-span.org/video/?c4672637%2Fsen-kamala-harris,301
https://www.c-span.org/video/?1468-1%2Fstate-conservative-movement,301
https://www.c-span.org/classroom/document/?7634,200
https://www.c-span.org/video/?c4714060%2Fnhd,301
https://www.c-span.org/video/?c4659814%2Fklimkin-budapest-memorandum,301
https://www.c-span.org/classroom/document/?7635,200
https://www.c-span.org/video/?430290-1%2Fhoover-presidential-library-museums-american-presidents-exhibit,301
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2FcontactUs%2F,200
https://www.c-span.org/video/?429256-1%2Fspringwood-president-franklin-roosevelt,301
https://www.c-span.org/classroom/document/?7632,200
https://www.c-span.org/video/?436789-4%2Fnixon-brezhnev,301
https://www.c-span.org/classroom/search/?topicids%5B%5D=51,200
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7423,200
https://www.c-span.org/video/?437856-1%2Fmilitary-rivals-ulysses-s-grant-robert-e-lee,301
https://www.c-span.org/video/?439201-3%2Fus-diplomacy-center-museum-collections-part-2,301
https://www.c-span.org/classroom/document/?7633,200
https://www.c-span.org/video/?439486-1%2F1968-poor-peoples-campaign,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Flessons%2F,200
https://www.c-span.org/video/?436969-1%2Flectures-history-political-theory-early-republic,301
https://www.c-span.org/classroom/document/?7630,307
https://www.c-span.org/classroom/document/?7631,307
https://www.c-span.org/video/?436789-6%2Fgeorge-hw-bush-clinton-yeltsin,301
https://www.c-span.org/congress/votes/?chamber=house,200
https://www.c-span.org/MyC-SPAN/login/?redir=%2Fabout%2FcopyrightsAndLicensing%2F,200
https://www.c-span.org/video/?c4713894%2Fmcculloch-v-maryland,301
https://www.c-span.org/classroom/search/?show100&topicids%5B%5D=78,200
https://www.c-span.org/video/?435139-3%2Fwashington-journal-robert-stivers-discusses-kentuckys-budget-shortfall,301
https://www.c-span.org/video/?440587-7%2Fbible-american-revolution,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2FMyC-SPANClassroom%2F,200
https://www.c-span.org/video/?434768-3%2Fwashington-journal-douglas-wilder-discusses-race-relations,301
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7422,200
https://www.c-span.org/video/?435043-7%2Fwashington-journal-mitch-carmichael-discusses-west-virginia,301
https://www.c-span.org/series/?americanArtifacts,200
https://www.c-span.org/classroom/login/?redir=%2Fclassroom%2Fdocument%2F%3F7430,200
https://www.c-span.org/classroom/document/?7618,307
https://www.c-span.org/video/?441389-1%2Fradio-washington-today,301
https://www.c-span.org/presidentialDebate/?debate=vice,200
https://www.c-span.org/classroom/document/?7699,200
https://www.c-span.org/video/?440979-1%2Fveterans-affairs-secretary-shulkin-testifies-fiscal-year-2019-budget,301
https://www.c-span.org/video/?440587-5%2Fbenjamin-franklins-faith,301
https://www.c-span.org/video/?440295-1%2Fus-conference-mayors-holds-winter-meeting,301
